subj001,-0.01217922,0.004030195,-0.1156924,-0.1160158,-0.07124366,0.1296169,0.09799196,0.01629056,0.004515916,0.1051897,0.03457685,0.01611474
subj002,-0.07823727,-0.1860984,-0.0724936,-0.0523676,0.01281901,0.04890626,-0.1008191,-0.07640859,0.02958012,0.1492345,0.1260532,0.01161545
subj003,-0.123067,-0.1222767,-0.1150863,-0.1513061,-0.05052714,-0.1024888,0.01451216,0.07885616,0.05809458,0.08015906,0.1313905,0.1197227
