subj001,-0.1587502,-0.07753378,-0.05926327,0.1587385,0.1347861,0.1755966,-0.02007556,-0.1105799,-0.0950435,-0.01963541,0.03797105,0.1473069
subj002,-0.01725818,-0.1280422,-0.05625608,0.02233878,0.1182706,0.235068,0.001075281,-0.09458638,-0.1120747,-0.1027647,0.03975588,0.1463898
subj003,0.03438234,0.0942233,-0.1029851,-0.1232234,-0.01710684,0.01002969,0.03935461,-0.05706484,-0.05904917,-0.06170138,-0.02991292,-0.0770954
