subj001,0.04582035,-0.007824158,0.06822532,0.08630619,-0.03849615,-0.1273657,0.06953961,0.1352343,0.1619788,-0.009117651,-0.138359,-0.1171112
subj002,-0.1874752,-0.1061961,0.1181814,0.1252616,0.1572917,0.1347072,0.05597386,0.1853287,0.2059731,0.06238016,0.1038616,0.02060243
subj003,-0.008710384,-0.03506594,0.01673935,0.1160765,0.009952277,-0.04209929,0.08763717,0.2073424,0.1335138,0.05684775,-0.01864618,0.2120237
